Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
Sandwich,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Alfajores,Coffee,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Cake,0,0,0,0,0,0,0,0
Brownie,Alfajores,0,0,0,0,0,0,0,0
Art Tray,Coffee,Hack the stack,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coke,Coffee,0,0,0,0,0,0,0,0
Tea,My-5 Fruit Shoot,Art Tray,Hack the stack,0,0,0,0,0,0
Ellas Kitchen Pouches,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Keeping It Local,Coffee,Bread,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Brownie,Keeping It Local,Bread,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Keeping It Local,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Medialuna,Bread,0,0,0,0,0,0,0,0
Focaccia,Bread,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Tea,Alfajores,Cookies,Juice,0,0,0,0,0,0
Alfajores,Coffee,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Sandwich,Bread,0,0,0,0,0,0,0,0
Tea,Art Tray,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Mineral water,Coffee,0,0,0,0,0,0,0,0
Mineral water,0,0,0,0,0,0,0,0,0
Tartine,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Sandwich,Hot chocolate,Bread,0,0,0,0,0,0,0
Juice,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Mineral water,0,0,0,0,0,0,0,0,0
Sandwich,Bread,Jam,0,0,0,0,0,0,0
Sandwich,Coffee,Bread,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Brownie,Bread,0,0,0,0,0,0,0,0
Alfajores,Bread,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Pastry,Medialuna,Coffee,Bread,0,0,0,0,0,0
Tea,Alfajores,Cake,0,0,0,0,0,0,0
Tea,Brownie,Alfajores,Pastry,Bread,0,0,0,0,0
Pastry,Medialuna,0,0,0,0,0,0,0,0
Brownie,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,Scandinavian,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Medialuna,Bread,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Muffin,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Medialuna,Coffee,Bread,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Jam,Muffin,Cake,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Pastry,Medialuna,Coffee,0,0,0,0,0,0,0
Pastry,Medialuna,Coffee,Bread,0,0,0,0,0,0
Medialuna,Bread,0,0,0,0,0,0,0,0
Tea,Pastry,Coffee,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Juice,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Cake,Muffin,Pastry,Coffee,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Muffin,0,0,0,0,0,0,0,0,0
Tartine,Coffee,Juice,Bread,0,0,0,0,0,0
Coffee,Fudge,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Sandwich,Coke,Coffee,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Tea,Muffin,0,0,0,0,0,0,0,0
Scandinavian,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tartine,The Nomad,Coffee,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Alfajores,Coffee,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Mineral water,0,0,0,0,0,0,0,0,0
Alfajores,Muffin,Cake,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,Bread,0,0,0,0,0,0,0
Tea,Hot chocolate,0,0,0,0,0,0,0,0
Muffin,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Pastry,Coffee,Cake,0,0,0,0,0,0,0
Tea,Hot chocolate,Cookies,Cake,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Sandwich,Bread,0,0,0,0,0,0,0,0
Coffee,Bakewell,0,0,0,0,0,0,0,0
Tea,Alfajores,Bread,0,0,0,0,0,0,0
Sandwich,Coffee,Medialuna,Tea,0,0,0,0,0,0
Tea,Alfajores,Medialuna,Bread,0,0,0,0,0,0
Coffee,Muffin,Bread,0,0,0,0,0,0,0
Hot chocolate,Muffin,Pastry,Coffee,Bread,0,0,0,0,0
Tea,Alfajores,0,0,0,0,0,0,0,0
Cake,Bakewell,0,0,0,0,0,0,0,0
Focaccia,0,0,0,0,0,0,0,0,0
Tea,Pastry,Bakewell,0,0,0,0,0,0,0
Alfajores,Coffee,0,0,0,0,0,0,0,0
Alfajores,Coffee,0,0,0,0,0,0,0,0
The Nomad,Coffee,Bread,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Juice,Jammie Dodgers,0,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Tea,Juice,Jammie Dodgers,Smoothies,Muffin,Coffee,Bakewell,0,0,0
Pastry,Cake,0,0,0,0,0,0,0,0
Brownie,Coffee,0,0,0,0,0,0,0,0
Juice,Jammie Dodgers,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bakewell,0,0,0,0,0,0,0,0
Tea,Pastry,Bread,0,0,0,0,0,0,0
Hot chocolate,Coffee,Bread,0,0,0,0,0,0,0
Pastry,Hot chocolate,Coffee,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Pastry,Alfajores,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Hot chocolate,Coffee,Muffin,0,0,0,0,0,0,0
Pastry,Coffee,Smoothies,Bread,0,0,0,0,0,0
Brownie,Hot chocolate,Coffee,0,0,0,0,0,0,0
Tartine,Hearty & Seasonal,0,0,0,0,0,0,0,0
Fudge,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Keeping It Local,Coffee,0,0,0,0,0,0,0,0
Tea,Medialuna,Coffee,0,0,0,0,0,0,0
Tea,Jammie Dodgers,Medialuna,Hot chocolate,Muffin,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Keeping It Local,Coffee,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Hot chocolate,Medialuna,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Hot chocolate,Muffin,Brownie,Alfajores,Coffee,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Brownie,Coffee,0,0,0,0,0,0,0,0
Jammie Dodgers,0,0,0,0,0,0,0,0,0
Coffee,Hearty & Seasonal,0,0,0,0,0,0,0,0
Art Tray,Coffee,Tea,Hearty & Seasonal,0,0,0,0,0,0
Brownie,Alfajores,Coffee,0,0,0,0,0,0,0
Medialuna,Coffee,Hearty & Seasonal,0,0,0,0,0,0,0
Farm House,Coffee,Bread,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Tea,Coffee,Cake,0,0,0,0,0,0,0
Tea,Hearty & Seasonal,0,0,0,0,0,0,0,0
Hot chocolate,Coffee,0,0,0,0,0,0,0,0
Cake,Bakewell,0,0,0,0,0,0,0,0
Coffee,Hearty & Seasonal,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Brownie,Cake,0,0,0,0,0,0,0,0
Sandwich,Art Tray,Cookies,Coffee,Bakewell,0,0,0,0,0
Bakewell,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,Cookies,0,0,0,0,0,0,0
Alfajores,Coffee,Cake,0,0,0,0,0,0,0
Fudge,0,0,0,0,0,0,0,0,0
Mineral water,0,0,0,0,0,0,0,0,0
Brownie,Coffee,Bread,Bakewell,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Ellas Kitchen Pouches,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tartine,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Pastry,Medialuna,Coffee,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Tea,Keeping It Local,Coffee,0,0,0,0,0,0,0
Pastry,Cookies,Coffee,Bread,0,0,0,0,0,0
Jam,Sandwich,Smoothies,Bread,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Cookies,Coffee,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Bakewell,Lemon and coconut,Coffee,Bread,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Sandwich,Lemon and coconut,Coffee,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Hot chocolate,Coffee,Cake,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Lemon and coconut,Cake,Bread,0,0,0,0,0,0
Tea,Pastry,Medialuna,Coffee,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Tiffin,Ellas Kitchen Pouches,Cookies,Coffee,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,0,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Tea,Keeping It Local,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Keeping It Local,Coffee,0,0,0,0,0,0,0,0
Pastry,Hot chocolate,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coke,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Medialuna,Coffee,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Farm House,Scandinavian,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Scandinavian,Bread,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,Sandwich,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coffee,Muffin,Cake,0,0,0,0,0,0,0
Cookies,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Sandwich,Cake,0,0,0,0,0,0,0,0
Hot chocolate,Coffee,Bread,Cake,0,0,0,0,0,0
Tea,Muffin,0,0,0,0,0,0,0,0
Tea,Jam,Coffee,Bread,Fudge,0,0,0,0,0
Tea,Cookies,Juice,0,0,0,0,0,0,0
Coffee,Cake,Bread,0,0,0,0,0,0,0
Coke,0,0,0,0,0,0,0,0,0
Pastry,Tiffin,0,0,0,0,0,0,0,0
Alfajores,0,0,0,0,0,0,0,0,0
Coffee,Tiffin,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Medialuna,Bread,0,0,0,0,0,0,0,0
Bread,Cake,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Pastry,Medialuna,0,0,0,0,0,0,0,0
Coffee,Keeping It Local,Cookies,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Hot chocolate,Coffee,0,0,0,0,0,0,0
Smoothies,0,0,0,0,0,0,0,0,0
Keeping It Local,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Medialuna,Bread,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Keeping It Local,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Jam,Keeping It Local,Coffee,Fudge,0,0,0,0,0,0
Tea,Keeping It Local,Art Tray,Hot chocolate,Coffee,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Jammie Dodgers,Bread,0,0,0,0,0,0,0,0
Smoothies,Muffin,0,0,0,0,0,0,0,0
Cookies,Coffee,Jammie Dodgers,0,0,0,0,0,0,0
Coffee,Bread,Cake,0,0,0,0,0,0,0
Cookies,Muffin,Bread,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Alfajores,Hot chocolate,Bread,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Muffin,0,0,0,0,0,0,0,0,0
Sandwich,Mineral water,Alfajores,Coffee,Bread,0,0,0,0,0
Sandwich,Alfajores,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Coffee,Tiffin,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Hot chocolate,Cookies,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Hot chocolate,Bread,0,0,0,0,0,0,0,0
Hot chocolate,Fudge,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Tiffin,0,0,0,0,0,0,0,0
Bread,Tiffin,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Jam,Pastry,Bread,0,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Pastry,Hot chocolate,Coffee,Bread,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Tea,Pastry,Muffin,Bread,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Tea,The Nomad,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Pastry,Keeping It Local,Coffee,Bread,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Hearty & Seasonal,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Fudge,0,0,0,0,0,0,0,0,0
Scandinavian,0,0,0,0,0,0,0,0,0
Alfajores,Bread,0,0,0,0,0,0,0,0
Sandwich,Coke,Coffee,Juice,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Muffin,Bread,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Spread,Fudge,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Hot chocolate,Coffee,Cake,0,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Medialuna,0,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,0,0,0,0,0,0,0,0,0
Keeping It Local,Coffee,0,0,0,0,0,0,0,0
Sandwich,Tea,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Pastry,Coffee,Bread,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Tea,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Pastry,Medialuna,Coffee,Cookies,0,0,0,0,0,0
Cake,Bread,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Toast,0,0,0,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Scandinavian,Fudge,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Pastry,Coffee,0,0,0,0,0,0,0,0
Medialuna,Coffee,Cake,0,0,0,0,0,0,0
Sandwich,Farm House,Fudge,0,0,0,0,0,0,0
Sandwich,Scone,0,0,0,0,0,0,0,0
Sandwich,Bread,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Sandwich,Bread,0,0,0,0,0,0,0,0
Sandwich,Coke,0,0,0,0,0,0,0,0
Sandwich,Coke,0,0,0,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Sandwich,Scone,0,0,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Coffee,Muffin,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Alfajores,Coffee,0,0,0,0,0,0,0,0
Sandwich,Bread,0,0,0,0,0,0,0,0
Scone,Bread,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Truffles,0,0,0,0,0,0,0,0,0
Coffee,Cake,0,0,0,0,0,0,0,0
Scone,0,0,0,0,0,0,0,0,0
Scone,Hot chocolate,Cookies,Mineral water,0,0,0,0,0,0
Tea,Scone,Coffee,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Jam,Scandinavian,Bread,0,0,0,0,0,0,0
Scandinavian,Bread,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Farm House,0,0,0,0,0,0,0,0,0
Scone,Hot chocolate,Coffee,0,0,0,0,0,0,0
Farm House,Medialuna,Hot chocolate,Pastry,Coffee,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Coffee,Scandinavian,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Medialuna,Coffee,0,0,0,0,0,0,0
Scandinavian,Bread,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Pastry,Bread,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Bread,Fudge,0,0,0,0,0,0,0,0
Farm House,Medialuna,Bread,0,0,0,0,0,0,0
Scone,Muffin,0,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Scone,Alfajores,Coffee,0,0,0,0,0,0,0
Coffee,0,0,0,0,0,0,0,0,0
Tea,Scone,0,0,0,0,0,0,0,0
Tea,Juice,Cake,0,0,0,0,0,0,0
Tartine,Jam,Coffee,Fudge,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Tea,Bread,0,0,0,0,0,0,0,0
Coke,0,0,0,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Bread,0,0,0,0,0,0,0,0,0
Truffles,Bread,0,0,0,0,0,0,0,0
Tea,Cake,Pastry,Coffee,Bread,0,0,0,0,0
Sandwich,0,0,0,0,0,0,0,0,0
Hot chocolate,0,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Sandwich,Coffee,Tea,0,0,0,0,0,0,0
Scone,Coffee,0,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Cookies,Bread,0,0,0,0,0,0,0,0
Sandwich,Coffee,0,0,0,0,0,0,0,0
Scone,Coffee,Cake,0,0,0,0,0,0,0
Mineral water,Bread,0,0,0,0,0,0,0,0
Coffee,Bread,0,0,0,0,0,0,0,0
Scone,Muffin,Cake,0,0,0,0,0,0,0
Tea,Scone,0,0,0,0,0,0,0,0
Pastry,Muffin,0,0,0,0,0,0,0,0
Coffee,Muffin,Cake,0,0,0,0,0,0,0
Cake,0,0,0,0,0,0,0,0,0
Tea,Scone,Cake,Bread,0,0,0,0,0,0
Medialuna,Coffee,0,0,0,0,0,0,0,0
Jam,Fudge,0,0,0,0,0,0,0,0
Scone,Pastry,0,0,0,0,0,0,0,0
Hot chocolate,Fudge,0,0,0,0,0,0,0,0
